	VP_Code	Wort	Emotionalität	Assoziationen	Sentiment Score	Modelleinschätzung
256	ER1WN	Enkmitas	emo	beautiful + indescribable	0.5994	emotional
257	ER1WN	Faube	neu	english + french + new challenge	0.0772	neutral
258	ER1WN	Bismirbiel	emo	beautiful + happy + love + laughter + memories	0.9432	emotional
259	ER1WN	Iberletsch	neu	satisfaction + surprise + karma + coincidence	0.6124	emotional
260	ER1WN	Mölauzegt	neu	celebration + fun + sickness	0.5106	emotional
261	ER1WN	Wupforau	emo	great + enthusiasm for travel + new experiences	0.7906	emotional
262	ER1WN	Bingsemöl	neu	have to work on yourself	0.0	neutral
263	ER1WN	Troff	neu	practice + master + novice + hard work	-0.1027	neutral
264	ER1WN	Skibt	neu	romantic + close + intense	0.4588	neutral
265	ER1WN	Ismiprämpf	emo	self-image + perception + emotions + rational	0.0	neutral
266	ER1WN	Zimerhubst	emo	pride + progress + process	0.6369	emotional
267	ER1WN	Zwelde	emo	first kiss + beautiful + warm feeling	0.8442	emotional
268	ER1WN	Wunicher	emo	human + understandable + potential for conflict	-0.3182	neutral
269	ER1WN	Bisknirgo	emo	relaxation + come to rest	0.5267	emotional
270	ER1WN	Glühm	neu	bad past + more likely to hope for a better future + distrust + individuality	-0.0609	neutral
271	ER1WN	Weforshank	neu	can also be a nightmare + beautiful + rarely happens	0.5994	emotional
272	ER1WN	Preier	emo	open + without adjusting	0.0	neutral
273	ER1WN	Neif	emo	considerate + courteous	0.7351	emotional
274	ER1WN	Ferandsor	neu	can be beautiful + mysterious + imprecise	0.5994	emotional
275	ER1WN	Struk	neu	anticipation + family + longing	0.0772	neutral
276	ER1WN	Vul	neu	childhood memories + ringtones	0.0	neutral
277	ER1WN	Odef	neu	preparation + training	0.0	neutral
278	NF15AN	Wunicher	emo	headache + restlessness + heavy breathing + everything is contracting + won't get better until it's over + racing thoughts + it won't be as bad as you think + just do it + no solution + distraction	-0.5033	emotional
279	NF15AN	Häugnung	neu	exhausting + pride + creativity + flop + success + idea must be very good + believe in yourself + challenges	0.807	emotional
280	NF15AN	Plüpp	neu	know-it-all + nice + some topics too private for unsolicited advice + conversation + superficial + new ideas + strangers + close family and friends	0.7096	emotional
281	NF15AN	Vul	neu	love + warm heart + slow motion + hope + enjoying the moment + thoughts of family + missing + soppy + sadness + longing for affection	0.891	emotional
282	NF15AN	Skibt	neu	small talk + awkward + smiling + anticipation + fear + annoying + detour + nice + potential friends + in love + indifferent	0.7351	emotional
283	NF15AN	Zwelde	emo	hysterical + annoying + restless + emotionally unstable + afraid of saying the wrong thing + bad experiences + attention seeking + focus + sick + therapy	-0.946	emotional
284	NF15AN	Mege	emo	restless + thinks of nothing else + fades out + embarrassing + disturbing + feeling stupid + joy when you remember word + fill silence	-0.7269	emotional
285	NF15AN	Ismiprämpf	emo	indifference + cool + is okay + a bit of pride + happiness for the person + unaffected + rather positive feeling + how well the tasks were done + just getting them done is usually not enough + great + thumbs up a slight grin	0.9326	emotional
286	NF15AN	Rugliebast	emo	love + childhood + happiness + contentment + well prepared for the future + unfortunately not for everyone + every child deserves love and closeness and warmth + mother + hug + laughter + carefree + avoidance of disturbances	0.9719	emotional
287	NF15AN	Herklögen	emo	english + spanish + language course + foreign country + embarrassing + silence + laughter + sweating + comparing with others + stuttering + blushing	-0.1779	neutral
288	NF15AN	Bisknirgo	emo	love + happy + perfection + sister + sharing makes happy + contagious + world is beautiful + closer bond + smile + hug + warm heart	0.9801	emotional
289	NF15AN	Namistell	neu	big eyes + surprise + joy + happiness + laughter + tidying up + nostalgic + childhood memories + day is better + unpredictable + life is beautiful	0.9612	emotional
290	NF15AN	Glühm	neu	tired + reproach + staying in bed + stress + nice evening + series + closing eyes + not responsive	-0.6136	emotional
291	NF15AN	Neif	emo	struck by lightning + energetic + wanderlust + grinning + good time + jittery + child + butterflies in the stomach + music + dancing + embracing the world + family	0.743	emotional
292	NF15AN	Faube	neu	anger + self harm + evil thoughts + calm down + breathe deeply + reset + challenges + change + self love + figure out what triggered it	-0.6728	emotional
293	NF15AN	Wupforau	emo	ocd + exercise + doggedness + exhausting + too much + demanding of yourself + unhappy + unrelaxed + pressure from self and others + bragging + hard work + not worth it	-0.8579	emotional
294	NF15AN	Odef	neu	love + desire + movies + suspense + embarrassing + blushing + lips + heartbeat + imagination + friends + saliva + smacking + uncomfortable	0.7003	emotional
295	NF15AN	Ferandsor	neu	world domination + empowered + strong + power + contentment + pride + independence + adulthood + life transformation	0.7906	emotional
296	NF15AN	Wumeizauch	emo	growing up + inner contentment + childhood + my former self would be proud of me + motivation + pat on the back + independent + life is ahead + self-determination + life stories	0.8271	emotional
297	NF15AN	Preier	emo	romantic + tingling in the stomach + electric + excitement + everything else doesn't matter + the environment fades out + seductive + playful + film + embarrassing + blushing + mysterious	0.7291	emotional
298	NF15AN	Bismirbiel	emo	tense + annoying + not interested in talking + feeling uncomfortable + crossing the street + not making eye contact + walking fast + gossip	-0.8465	emotional
299	NF15AN	Weforshank	neu	buddha + relax + take a deep breath + wind + breathe in + be aware + body + slow motion + happy + restful + self-love + let your mind wander	0.8442	emotional
300	NF15AN	Troff	neu	bad past + lack of processing + therapy + reflection + approach + difficult + suffering + others have a greater influence on self-esteem	-0.836	emotional
301	NF15AN	Muschürdur	emo	between sleep and wakefulness + trance + many thoughts + well rested + confusion + searching for messages + restful	0.34	neutral
302	NF15AN	Mölauzegt	neu	feeling good + good times + good conversations + energy + talking about old times + security + inspiring + exhausting + annoying + being fake friendly + doing something together	0.886	emotional
303	NF15AN	Bingsemöl	neu	little self-esteem + others are more important + wrong assessment of one's own performance + bad feeling for a clear conscience + manipulation + unnecessary courtesy + exhausting	-0.5974	emotional
304	NF15AN	Struk	neu	hunger + bad mood + indescribable + what makes it worse + confusion + inappropriate + no reason + no control + no one to blame	-0.9501	emotional
305	NF15AN	Enkmitas	emo	unrelaxed + impatient + person always comes when not looking + sweating + boring + waste of time + excitement + anticipation + tension	-0.1872	neutral
306	NF15AN	Iberletsch	neu	calm + hold your breath + fear + door + child + thief + candle + palpitations + alone + annoyed	-0.836	emotional
307	NF15AN	Zimerhubst	emo	nervous + palpitations + scenarios + it always turns out differently than expected + no self-confidence + no inner peace + preparation + practicing how to appear + job interview + important situations	-0.0516	neutral
308	AO11DG	Skibt	neu	despair	-0.3182	neutral
309	AO11DG	Preier	emo	exciting + anticipation	0.5574	emotional
310	AO11DG	Bismirbiel	emo	disappointed + uncertainty	-0.6705	emotional
311	AO11DG	Bisknirgo	emo	influenceable	0.0	neutral
312	AO11DG	Mege	emo	nice	0.4215	neutral
313	AO11DG	Bingsemöl	neu	surprised	0.2263	neutral
314	AO11DG	Wunicher	emo	sauer	0.0	neutral
315	AO11DG	Herklögen	emo	reliable	0.0	neutral
316	AO11DG	Muschürdur	emo	love + forever	0.6369	emotional
317	AO11DG	Neif	emo	bilingual	0.0	neutral
318	AO11DG	Häugnung	neu	emphatisch	0.0	neutral
319	AO11DG	Ferandsor	neu	jackpot	0.0	neutral
320	AO11DG	Vul	neu	fear + tired + weakness	-0.836	emotional
321	AO11DG	Zwelde	emo	exciting + joy	0.7906	emotional
322	AO11DG	Zimerhubst	emo	learn + reflected	0.0	neutral
323	AO11DG	Weforshank	neu	purposeful + focused	0.3818	neutral
324	AO11DG	Troff	neu	feelings + togetherness + love + being in love + tingling in the stomach	0.8555	emotional
325	AO11DG	Struk	neu	oh oh	0.0	neutral
326	AO11DG	Plüpp	neu	proud	0.4767	neutral
327	AO11DG	Mölauzegt	neu	nothing	0.0	neutral
328	AO11DG	Wumeizauch	emo	fear + no desire	-0.4019	neutral
329	AO11DG	Odef	neu	death + love + faith	0.4767	neutral
330	AO11DG	Enkmitas	emo	reserved + closed + lonely	-0.3612	neutral
331	AO11DG	Ismiprämpf	emo	smile	0.3612	neutral
332	AO11DG	Faube	neu	rest + peace + love + togetherness	0.8271	emotional
333	AO11DG	Rugliebast	emo	coward	-0.4588	neutral
334	AO11DG	Wupforau	emo	depression + anxiety + tears + helplessness	-0.8555	emotional
335	AO11DG	Namistell	neu	excited + tingling in the stomach	0.34	neutral
336	AO11DG	Iberletsch	neu	lazy	-0.3612	neutral
337	AO11DG	Glühm	neu	exciting + sweating + stage fright	0.1531	neutral
338	SS28MH	Wunicher	emo	unsatisfactory + impatience + annoying + you want to end	-0.6369	emotional
339	SS28MH	Ferandsor	neu	love + effort + positive + beautiful + motivated + dedication + happy + fulfillment	0.9607	emotional
340	SS28MH	Rugliebast	emo	annoying + provocative + corrosive + parents + teachers	-0.4019	neutral
341	SS28MH	Wupforau	emo	feel + think + imitate + feel	0.0	neutral
342	SS28MH	Preier	emo	beautiful + romantic + sudden + exciting + stirring + special	0.91	emotional
343	SS28MH	Zwelde	emo	strange + unconscious processes make themselves visible + avoid + unpleasant	-0.7269	emotional
344	SS28MH	Häugnung	neu	annoying + aggressive + impatient + thinking + searching	-0.6705	emotional
345	SS28MH	Skibt	neu	good feeling + teamwork + help + sharing	0.836	emotional
346	SS28MH	Troff	neu	kiss + hold hands + sit on lap + protect + comfort	0.7845	emotional
347	SS28MH	Namistell	neu	strenuous + supportive + learn + improve + develop + english + french + school + abroad + vacation	0.6249	emotional
348	SS28MH	Wumeizauch	emo	empathy + movies + series + friends	0.4767	neutral
349	SS28MH	Bismirbiel	emo	surprising + happy + clothes + tidying up drawers	0.7003	emotional
350	SS28MH	Vul	neu	negative + exhausting + tormenting + tired + sadness + lovesickness + argument + stress + exam + fear	-0.9612	emotional
351	SS28MH	Neif	emo	exciting + anticipation + great feeling + impatient	0.7906	emotional
352	SS28MH	Ismiprämpf	emo	self-reflective + strict + self-improvement + admitting mistakes + working on yourself	-0.3612	neutral
353	SS28MH	Glühm	neu	positive + learning + being able to master	0.5574	emotional
354	SS28MH	Zimerhubst	emo	means to an end + love + attraction	0.802	emotional
355	SS28MH	Plüpp	neu	positive + responsible + think carefully + no knee-jerk reactions	0.6369	emotional
356	SS28MH	Odef	neu	positive + motivating + pride + sport + university + personality + friends + family + being tidy	0.9062	emotional
357	SS28MH	Muschürdur	emo	positive or negative + attempt to start conversation + restaurant + old acquaintances	-0.0258	neutral
358	SS28MH	Faube	neu	old acquaintances + work colleagues + former enemies	-0.4939	neutral
359	SS28MH	Enkmitas	emo	beautiful + relaxed + stress-free + rarely + weekend + partner + thermal baths + excursion + vacation	0.7964	emotional
360	SS28MH	Mege	emo	lonely + negative	-0.7351	emotional
361	SS28MH	Bisknirgo	emo	relaxed + beautiful + stress free + carefree + well rested + peace + love + friends	0.9726	emotional
362	SS28MH	Bingsemöl	neu	rest + relaxation + forget stress + switch off + love + happiness + friends + partner + grandma	0.891	emotional
363	SS28MH	Mölauzegt	neu	negative + weak + bitchy + unlikable + childish + lying to yourself	-0.9382	emotional
364	SS28MH	Struk	neu	inexplicable + uncomfortable + avoid	-0.5859	emotional
365	SS28MH	Herklögen	emo	beautiful + exciting	0.7964	emotional
366	SS28MH	Weforshank	neu	lazy + uncertain + insecure + uninterested	-0.7579	emotional
367	SS28MH	Iberletsch	neu	stressful + exhausting + can backfire + over and over again + distressing	-0.8176	emotional
368	HY4Kl	Herklögen	emo	missing information + obtain + inform + close gaps + make decisions + tackle + weigh up information + bad decisions + internet + books + ask	-0.6908	emotional
369	HY4Kl	Bisknirgo	emo	commitment + lifeblood + time-consuming + passion + voluntary + intrinsic motivation + for others + absorbed in it + interested + social + successful	0.926	emotional
370	HY4Kl	Wumeizauch	emo	uncomfortable + know-it-all + avoid + unsympathetic + get out of the way + discussion + argument + convince + individuality	-0.6486	emotional
371	HY4Kl	Rugliebast	emo	relationships + social interactions + people + influencing + observing + changing behavior + thinking + calling parents + empathy + important + lonely	-0.1779	neutral
372	HY4Kl	Wupforau	emo	love + feelings + relationship + butterflies + new person + new beginnings + likeable + liking + getting to know + pink red + surprising + unplanned + coincidence + destiny	0.9001	emotional
373	HY4Kl	Bingsemöl	neu	overreact + needlessly + think + change + emotions + uncontrolled + regret + cry + argument + conflict	-0.9136	emotional
374	HY4Kl	Glühm	neu	foreign language + technical term + frustration + thinking + going through it again and again + excited + scratching your head + come back later	-0.1779	neutral
375	HY4Kl	Weforshank	neu	a sense of responsibility + trust + reliability + likeable + being able to count on it + working in groups + pleasant + less work + praising + supporting + keeping to agreements + ideas	0.9482	emotional
376	HY4Kl	Odef	neu	parents + relationship + important + love + closeness + connectedness + safe + security + trust + childhood	0.9274	emotional
